transaction_id,contractor_or_beneficiary,amount,date,agency,purpose,anchored_hash,day_of_year,anomaly_score_rf,anomaly_score_xgb,anomaly_score_gb,anomaly_score_ensemble,is_anomaly_predicted,risk_level
5539,Individual Aid Recipient 639,3468.07,2025-11-17,DOT,Equipment,antigrav_hash_000015a2,321,0.0,6.804655e-06,1.5936081644448908e-08,2.2735304225441297e-06,0,LOW
5540,Individual Aid Recipient 479,91921.75,2025-02-09,Education,Research,antigrav_hash_000015a3,40,0.418977,0.00015573254,0.4337780459382244,0.2843035928277261,0,LOW
5541,Individual Aid Recipient 905,277557.5,2025-02-08,HHS,Aid,antigrav_hash_000015a4,39,0.418977,0.00039704918,0.433778047954672,0.28438403237876697,0,LOW
5542,Individual Aid Recipient 454,269651.1,2025-01-10,HHS,Services,antigrav_hash_000015a5,10,0.433977,0.0019741931,0.4337780459382244,0.2899097463615589,0,LOW
5543,Individual Aid Recipient 886,138126.21,2025-09-17,DOT,Research,antigrav_hash_000015a6,260,0.0,5.1508432e-05,1.5936081644448908e-08,1.7174789387072227e-05,0,LOW
5544,Individual Aid Recipient 220,16375.95,2025-11-20,DOE,Construction,antigrav_hash_000015a7,324,0.0,2.8981445e-05,1.5936081644448908e-08,9.665793764442926e-06,0,LOW
5545,Individual Aid Recipient 284,12735.37,2025-01-16,HHS,Research,antigrav_hash_000015a8,16,0.428977,0.00052942475,0.4337780459382244,0.28776149023042147,0,LOW
5546,Individual Aid Recipient 735,1795.87,2025-10-25,DOT,Equipment,antigrav_hash_000015a9,298,0.0,6.7965934e-06,1.5936081644448908e-08,2.2708431688652914e-06,0,LOW
5547,Individual Aid Recipient 971,466871.95,2025-10-24,HHS,Services,antigrav_hash_000015aa,297,0.0,5.8649683e-05,1.5936081644448908e-08,1.9555206232043705e-05,0,LOW
5548,Individual Aid Recipient 387,44509.91,2025-07-27,DOE,Aid,antigrav_hash_000015ab,208,0.0,1.3053355e-05,1.5936081644448908e-08,4.3564304806050915e-06,0,LOW
5549,Individual Aid Recipient 254,10530.85,2025-10-30,DOE,Research,antigrav_hash_000015ac,303,0.0,2.04824e-05,1.5936081644448908e-08,6.832778401400373e-06,0,LOW
5550,Individual Aid Recipient 155,161471.73,2025-04-19,DOD,Aid,antigrav_hash_000015ad,109,0.0,2.1917864e-05,1.5936081644448908e-08,7.311266595652117e-06,0,LOW
5551,Individual Aid Recipient 744,5119.71,2025-01-19,DOT,Services,antigrav_hash_000015ae,19,0.423977,0.00032220632,0.4337780459382244,0.2860257507541412,0,LOW
5552,Individual Aid Recipient 431,40535.49,2025-10-10,DOD,Construction,antigrav_hash_000015af,283,0.0,1.26897285e-05,1.5936081644448908e-08,4.235221515370012e-06,0,LOW
5553,Individual Aid Recipient 297,17001.49,2025-05-14,DOE,Aid,antigrav_hash_000015b0,134,0.0,6.5067675e-06,1.5936081644448908e-08,2.1742345194886667e-06,0,LOW
5554,Individual Aid Recipient 36,57412.41,2025-10-06,DOE,Construction,antigrav_hash_000015b1,279,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
5555,Individual Aid Recipient 409,20023.06,2025-10-04,HHS,Services,antigrav_hash_000015b2,277,0.0,6.3096563e-06,1.5936081644448908e-08,2.108530803243187e-06,0,LOW
5556,Individual Aid Recipient 886,2498.91,2025-08-30,DOT,Equipment,antigrav_hash_000015b3,242,0.0,7.2627713e-06,1.5936081644448908e-08,2.426235795631407e-06,0,LOW
5557,Individual Aid Recipient 858,24670.53,2025-12-01,Education,Services,antigrav_hash_000015b4,335,0.0,6.0397356e-06,1.5936081644448908e-08,2.0185572208808963e-06,0,LOW
5558,Individual Aid Recipient 996,106223.03,2025-03-18,DOE,Research,antigrav_hash_000015b5,77,0.183977,0.00015545718,1.5936081644448908e-08,0.06137749103838124,0,LOW
5559,Individual Aid Recipient 120,21082.01,2025-07-07,DOT,Aid,antigrav_hash_000015b6,188,0.0,8.567082e-06,1.5936081644448908e-08,2.861005943810978e-06,0,LOW
5560,Individual Aid Recipient 629,70451.0,2025-07-20,DOE,Equipment,antigrav_hash_000015b7,201,0.0,1.0126668e-05,1.5936081644448908e-08,3.3808679615410735e-06,0,LOW
5561,Individual Aid Recipient 204,4590.32,2025-04-25,HHS,Research,antigrav_hash_000015b8,115,0.0,6.986207e-06,1.5936081644448908e-08,2.3340477452527494e-06,0,LOW
5562,Individual Aid Recipient 405,21175.68,2025-10-29,HHS,Construction,antigrav_hash_000015b9,302,0.0,7.139354e-06,1.5936081644448908e-08,2.385096621786112e-06,0,LOW
5563,Individual Aid Recipient 890,8632.02,2025-05-29,Education,Research,antigrav_hash_000015ba,149,0.0,6.6433513e-06,1.5936081644448908e-08,2.219762460017367e-06,0,LOW
5564,Individual Aid Recipient 460,67539.73,2025-03-10,DOD,Aid,antigrav_hash_000015bb,69,0.323977,0.00016310706,1.5936081644448908e-08,0.1080467076662572,0,LOW
5565,Individual Aid Recipient 452,23091.9,2025-08-26,HHS,Aid,antigrav_hash_000015bc,238,0.0,7.547513e-06,1.5936081644448908e-08,2.521149753213728e-06,0,LOW
5566,Individual Aid Recipient 960,62013.69,2025-09-14,DOT,Construction,antigrav_hash_000015bd,257,0.0,6.0984016e-06,1.5936081644448908e-08,2.038112569628617e-06,0,LOW
5567,Individual Aid Recipient 463,112596.47,2025-09-19,DOT,Construction,antigrav_hash_000015be,262,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
5568,Individual Aid Recipient 336,62157.57,2025-02-16,DOT,Equipment,antigrav_hash_000015bf,47,0.388977,0.00026250546,0.433778047954672,0.27433918447227745,0,LOW
5569,Individual Aid Recipient 669,33179.17,2025-07-23,DOD,Research,antigrav_hash_000015c0,204,0.0,1.1877796e-05,1.5936081644448908e-08,3.964577416830331e-06,0,LOW
5570,Individual Aid Recipient 128,4927.97,2025-07-06,HHS,Equipment,antigrav_hash_000015c1,187,0.0,7.3336946e-06,1.5936081644448908e-08,2.4498768977443916e-06,0,LOW
5571,Individual Aid Recipient 531,21934.61,2025-09-15,DOE,Services,antigrav_hash_000015c2,258,0.0,2.007659e-05,1.5936081644448908e-08,6.697508648075885e-06,0,LOW
5572,Individual Aid Recipient 242,9900.74,2025-01-06,HHS,Construction,antigrav_hash_000015c3,6,0.433977,0.0001856901,0.433778047954672,0.28931357935394847,0,LOW
5573,Individual Aid Recipient 716,13146.41,2025-12-06,DOD,Aid,antigrav_hash_000015c4,340,0.0,5.9550143e-06,1.5936081644448908e-08,1.990316804061046e-06,0,LOW
5574,Individual Aid Recipient 570,12559.07,2025-05-03,DOD,Construction,antigrav_hash_000015c5,123,0.0,7.2555717e-06,1.5936081644448908e-08,2.4238359422783284e-06,0,LOW
5575,Individual Aid Recipient 956,5065.01,2025-11-11,DOT,Services,antigrav_hash_000015c6,315,0.0,6.3005227e-06,1.5936081644448908e-08,2.105486269729002e-06,0,LOW
5576,Individual Aid Recipient 733,1169.1,2025-12-17,DOT,Services,antigrav_hash_000015c7,351,0.0,7.117586e-06,1.5936081644448908e-08,2.3778406730553675e-06,0,LOW
5577,Individual Aid Recipient 789,8085.16,2025-03-26,DOT,Services,antigrav_hash_000015c8,85,0.0,7.5776315e-06,1.5936081644448908e-08,2.5311892104792483e-06,0,LOW
5578,Individual Aid Recipient 362,29438.81,2025-09-21,Education,Services,antigrav_hash_000015c9,264,0.0,6.3638026e-06,1.5936081644448908e-08,2.1265795740174204e-06,0,LOW
5579,Individual Aid Recipient 463,2915.32,2025-03-13,HHS,Construction,antigrav_hash_000015ca,72,0.283977,0.0001770371,1.5936081644448908e-08,0.09471801767930088,0,LOW
5580,Individual Aid Recipient 869,22550.74,2025-08-17,DOT,Services,antigrav_hash_000015cb,229,0.0,6.0397356e-06,1.5936081644448908e-08,2.0185572208808963e-06,0,LOW
5581,Individual Aid Recipient 797,380942.09,2025-03-23,Education,Aid,antigrav_hash_000015cc,82,0.0,2.3474831e-05,1.5936081644448908e-08,7.830255801633412e-06,0,LOW
5582,Individual Aid Recipient 373,102189.56,2025-04-02,Education,Equipment,antigrav_hash_000015cd,92,0.0,1.9955436e-05,1.5936081644448908e-08,6.65712405166816e-06,0,LOW
5583,Individual Aid Recipient 304,259188.86,2025-10-17,Education,Services,antigrav_hash_000015ce,290,0.0,5.9444803e-05,1.5936081644448908e-08,1.982024632739596e-05,0,LOW
5584,Individual Aid Recipient 392,39604.25,2025-10-17,DOD,Aid,antigrav_hash_000015cf,290,0.0,2.0219852e-05,1.5936081644448908e-08,6.745262576887174e-06,0,LOW
5585,Individual Aid Recipient 470,126913.97,2025-12-04,Education,Research,antigrav_hash_000015d0,338,0.0,6.884482e-05,1.5936081644448908e-08,2.2953585329581156e-05,0,LOW
5586,Individual Aid Recipient 544,7435.74,2025-03-16,HHS,Construction,antigrav_hash_000015d1,75,0.233977,0.0003167946,1.5936081644448908e-08,0.07809793684950886,0,LOW
5587,Individual Aid Recipient 452,8379.05,2025-09-05,HHS,Construction,antigrav_hash_000015d2,248,0.0,1.3092027e-05,1.5936081644448908e-08,4.3693210521782195e-06,0,LOW
5588,Individual Aid Recipient 912,361.87,2025-07-03,HHS,Equipment,antigrav_hash_000015d3,184,0.0,8.259449e-06,1.5936081644448908e-08,2.7584616288456824e-06,0,LOW
5589,Individual Aid Recipient 964,130511.71,2025-01-21,DOD,Services,antigrav_hash_000015d4,21,0.418977,0.00016691582,0.4337780459382244,0.28430732058699953,0,LOW
5590,Individual Aid Recipient 877,222011.83,2025-04-23,DOD,Equipment,antigrav_hash_000015d5,113,0.0,2.0624957e-05,1.5936081644448908e-08,6.880297680578605e-06,0,LOW
5591,Individual Aid Recipient 411,9606.87,2025-09-07,HHS,Aid,antigrav_hash_000015d6,250,0.0,2.9392853e-05,1.5936081644448908e-08,9.802929800895454e-06,0,LOW
5592,Individual Aid Recipient 195,15049.08,2025-04-29,DOT,Research,antigrav_hash_000015d7,119,0.0,1.12759835e-05,1.5936081644448908e-08,3.763973202109282e-06,0,LOW
5593,Individual Aid Recipient 336,7109.64,2025-02-02,DOE,Research,antigrav_hash_000015d8,33,0.418977,0.00018601582,0.4337780459382244,0.28431368725363876,0,LOW
5594,Individual Aid Recipient 897,39104.01,2025-05-16,HHS,Equipment,antigrav_hash_000015d9,136,0.0,6.5709905e-06,1.5936081644448908e-08,2.195642205778998e-06,0,LOW
5595,Individual Aid Recipient 663,119061.9,2025-07-09,DOT,Aid,antigrav_hash_000015da,190,0.0,5.8681335e-06,1.5936081644448908e-08,1.9613565221847417e-06,0,LOW
5596,Individual Aid Recipient 945,1612.99,2025-04-30,HHS,Research,antigrav_hash_000015db,120,0.0,1.2391651e-05,1.5936081644448908e-08,4.135862250850326e-06,0,LOW
5597,Individual Aid Recipient 431,40707.1,2025-01-22,HHS,Services,antigrav_hash_000015dc,22,0.418977,0.00056559447,0.4337780459382244,0.2844402134692957,0,LOW
5598,Individual Aid Recipient 951,14544.85,2025-12-09,HHS,Services,antigrav_hash_000015dd,343,0.0,7.2650923e-06,1.5936081644448908e-08,2.427009472457715e-06,0,LOW
5599,Individual Aid Recipient 17,26110.47,2025-04-16,DOD,Aid,antigrav_hash_000015de,106,0.0,6.3915313e-06,1.5936081644448908e-08,2.135822465506638e-06,0,LOW
5600,Individual Aid Recipient 202,43848.29,2025-09-23,DOE,Services,antigrav_hash_000015df,266,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
5601,Individual Aid Recipient 569,16608.94,2025-07-04,Education,Construction,antigrav_hash_000015e0,185,0.0,6.0007583e-06,1.5936081644448908e-08,2.0055647859011693e-06,0,LOW
5602,Individual Aid Recipient 168,18856.63,2025-07-18,DOD,Construction,antigrav_hash_000015e1,199,0.0,5.9550143e-06,1.5936081644448908e-08,1.990316804061046e-06,0,LOW
5603,Individual Aid Recipient 992,15981.5,2025-08-29,Education,Aid,antigrav_hash_000015e2,241,0.0,6.449793e-06,1.5936081644448908e-08,2.1552430574560454e-06,0,LOW
5604,Individual Aid Recipient 684,94416.8,2025-08-21,HHS,Research,antigrav_hash_000015e3,233,0.0,6.431716e-06,1.5936081644448908e-08,2.1492173518918995e-06,0,LOW
5605,Individual Aid Recipient 774,41280.27,2025-01-24,DOT,Research,antigrav_hash_000015e4,24,0.418977,0.00015826304,0.4337780459382244,0.2843044363246417,0,LOW
5606,Individual Aid Recipient 644,30664.94,2025-01-21,HHS,Services,antigrav_hash_000015e5,21,0.418977,0.0002821613,0.4337780459382244,0.28434573574175215,0,LOW
5607,Individual Aid Recipient 577,3273.36,2025-11-29,Education,Aid,antigrav_hash_000015e6,333,0.0,6.6510597e-06,1.5936081644448908e-08,2.2223319341323255e-06,0,LOW
5608,Individual Aid Recipient 806,12483.09,2025-06-15,DOE,Services,antigrav_hash_000015e7,166,0.0,7.0263636e-06,1.5936081644448908e-08,2.3474332335260925e-06,0,LOW
5609,Individual Aid Recipient 146,84796.01,2025-02-22,DOE,Services,antigrav_hash_000015e8,53,0.388977,0.00015545718,0.4337780459382244,0.2743035010390955,0,LOW
5610,Individual Aid Recipient 314,23307.84,2025-12-27,DOT,Aid,antigrav_hash_000015e9,361,0.0,5.9916374e-06,1.5936081644448908e-08,2.002524496695593e-06,0,LOW
5611,Individual Aid Recipient 242,59236.74,2025-09-24,DOE,Services,antigrav_hash_000015ea,267,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
5612,Individual Aid Recipient 743,311691.03,2025-11-21,Education,Services,antigrav_hash_000015eb,325,0.0,1.30861345e-05,1.5936081644448908e-08,4.367356846787291e-06,0,LOW
5613,Individual Aid Recipient 767,104601.07,2025-05-21,DOT,Services,antigrav_hash_000015ec,141,0.0,1.4781534e-05,1.5936081644448908e-08,4.932490175957736e-06,0,LOW
5614,Individual Aid Recipient 487,25329.82,2025-05-15,HHS,Construction,antigrav_hash_000015ed,135,0.0,2.5732108e-05,1.5936081644448908e-08,8.582681374739956e-06,0,LOW
5615,Individual Aid Recipient 613,10234.47,2025-10-24,HHS,Research,antigrav_hash_000015ee,297,0.0,9.895314e-06,1.5936081644448908e-08,3.3037500867883433e-06,0,LOW
5616,Individual Aid Recipient 768,478.03,2025-10-06,Education,Services,antigrav_hash_000015ef,279,0.0,6.825154e-06,1.5936081644448908e-08,2.2803633046560995e-06,0,LOW
5617,Individual Aid Recipient 532,17110.07,2025-10-19,HHS,Research,antigrav_hash_000015f0,292,0.0,7.2991984e-06,1.5936081644448908e-08,2.4383781562298765e-06,0,LOW
5618,Individual Aid Recipient 631,13507.24,2025-03-31,Education,Research,antigrav_hash_000015f1,90,0.0,7.690321e-06,1.5936081644448908e-08,2.5687522511571716e-06,0,LOW
5619,Individual Aid Recipient 28,39559.03,2025-07-12,DOD,Construction,antigrav_hash_000015f2,193,0.0,5.9550143e-06,1.5936081644448908e-08,1.990316804061046e-06,0,LOW
5620,Individual Aid Recipient 91,17485.76,2025-12-01,DOT,Services,antigrav_hash_000015f3,335,0.0,6.1495793e-06,1.5936081644448908e-08,2.055171810167321e-06,0,LOW
5621,Individual Aid Recipient 59,13621.74,2025-07-13,DOD,Research,antigrav_hash_000015f4,194,0.0,1.9508501e-05,1.5936081644448908e-08,6.508145787868749e-06,0,LOW
5622,Individual Aid Recipient 14,1526.76,2025-07-07,DOE,Equipment,antigrav_hash_000015f5,188,0.0,6.8977997e-06,1.5936081644448908e-08,2.3045786010908037e-06,0,LOW
5623,Individual Aid Recipient 927,5377.87,2025-10-28,Education,Aid,antigrav_hash_000015f6,301,0.0,7.2246326e-06,1.5936081644448908e-08,2.413522878690025e-06,0,LOW
5624,Individual Aid Recipient 876,45025.15,2025-12-01,DOT,Services,antigrav_hash_000015f7,335,0.0,6.672781e-06,1.5936081644448908e-08,2.2295724214531398e-06,0,LOW
5625,Individual Aid Recipient 329,288907.38,2025-02-09,DOE,Services,antigrav_hash_000015f8,40,0.418977,0.00037023338,0.4337780459382244,0.2843750931053773,0,LOW
5626,Individual Aid Recipient 84,19028.86,2025-09-22,DOD,Services,antigrav_hash_000015f9,265,0.0,1.28930515e-05,1.5936081644448908e-08,4.302995847886528e-06,0,LOW
5627,Individual Aid Recipient 939,36015.93,2025-05-09,DOE,Research,antigrav_hash_000015fa,129,0.0,1.4194071e-05,1.5936081644448908e-08,4.736668993873312e-06,0,LOW
5628,Individual Aid Recipient 355,91923.98,2025-07-12,Education,Services,antigrav_hash_000015fb,193,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
5629,Individual Aid Recipient 748,6526.72,2025-04-25,DOD,Equipment,antigrav_hash_000015fc,115,0.0,7.1219315e-06,1.5936081644448908e-08,2.379289194950391e-06,0,LOW
5630,Individual Aid Recipient 966,38185.88,2025-09-22,DOT,Equipment,antigrav_hash_000015fd,265,0.0,9.233159e-06,1.5936081644448908e-08,3.0830317904077852e-06,0,LOW
5631,Individual Aid Recipient 305,7253.68,2025-07-27,DOE,Services,antigrav_hash_000015fe,208,0.0,7.516268e-06,1.5936081644448908e-08,2.510734674636375e-06,0,LOW
5632,Individual Aid Recipient 60,80598.61,2025-06-30,HHS,Aid,antigrav_hash_000015ff,181,0.0,6.5709905e-06,1.5936081644448908e-08,2.195642205778998e-06,0,LOW
5633,Individual Aid Recipient 626,27642.36,2025-06-26,HHS,Services,antigrav_hash_00001600,177,0.0,6.6649463e-06,1.5936081644448908e-08,2.226960807416999e-06,0,LOW
5634,Individual Aid Recipient 313,34464.25,2025-09-07,DOD,Equipment,antigrav_hash_00001601,250,0.0,5.9550143e-06,1.5936081644448908e-08,1.990316804061046e-06,0,LOW
5635,Individual Aid Recipient 911,6809.69,2025-09-04,DOD,Construction,antigrav_hash_00001602,247,0.0,6.317134e-06,1.5936081644448908e-08,2.1110234250558457e-06,0,LOW
5636,Individual Aid Recipient 446,63611.44,2025-11-06,HHS,Construction,antigrav_hash_00001603,310,0.0,7.0883566e-06,1.5936081644448908e-08,2.3680975594801745e-06,0,LOW
5637,Individual Aid Recipient 337,502358.55,2025-01-04,DOD,Construction,antigrav_hash_00001604,4,0.438977,0.0013072703,0.433778047954672,0.29135410607049145,0,LOW
5638,Individual Aid Recipient 171,4856.79,2025-09-14,DOT,Equipment,antigrav_hash_00001605,257,0.0,1.3378292e-05,1.5936081644448908e-08,4.464742810969031e-06,0,LOW
5639,Individual Aid Recipient 301,13231.58,2025-03-13,DOE,Services,antigrav_hash_00001606,72,0.283977,0.0007312322,1.5936081644448908e-08,0.09490274938763595,0,LOW
5640,Individual Aid Recipient 808,31176.23,2025-08-14,DOD,Research,antigrav_hash_00001607,226,0.0,6.3051148e-06,1.5936081644448908e-08,2.1070169493120858e-06,0,LOW
5641,Individual Aid Recipient 155,71654.36,2025-03-26,DOT,Equipment,antigrav_hash_00001608,85,0.0,6.95363e-06,1.5936081644448908e-08,2.3231886816784814e-06,0,LOW
5642,Individual Aid Recipient 887,9515.53,2025-04-28,HHS,Services,antigrav_hash_00001609,118,0.0,6.431716e-06,1.5936081644448908e-08,2.1492173518918995e-06,0,LOW
5643,Individual Aid Recipient 158,314.33,2025-02-09,DOT,Equipment,antigrav_hash_0000160a,40,0.418977,0.00015889872,0.433778047954672,0.2843046488920791,0,LOW
5644,Individual Aid Recipient 113,169191.12,2025-09-21,DOT,Aid,antigrav_hash_0000160b,264,0.0,7.509949e-06,1.5936081644448908e-08,2.508628284907069e-06,0,LOW
5645,Individual Aid Recipient 917,68923.96,2025-11-26,DOD,Aid,antigrav_hash_0000160c,330,0.0,1.2311094e-05,1.5936081644448908e-08,4.109010026110281e-06,0,LOW
5646,Individual Aid Recipient 409,1612.56,2025-05-24,DOT,Construction,antigrav_hash_0000160d,144,0.0,1.2059217e-05,1.5936081644448908e-08,4.025050932210815e-06,0,LOW
5647,Individual Aid Recipient 563,8854.2,2025-04-19,DOD,Aid,antigrav_hash_0000160e,109,0.0,6.7857072e-06,1.5936081644448908e-08,2.2672144365876676e-06,0,LOW
5648,Individual Aid Recipient 631,231485.76,2025-03-18,HHS,Construction,antigrav_hash_0000160f,77,0.183977,0.00029468475,1.5936081644448908e-08,0.06142390022955691,0,LOW
5649,Individual Aid Recipient 704,193241.24,2025-04-06,Education,Equipment,antigrav_hash_00001610,96,0.0,2.0962974e-05,1.5936081644448908e-08,6.992970128542844e-06,0,LOW
5650,Individual Aid Recipient 278,90035.56,2025-03-22,HHS,Aid,antigrav_hash_00001611,81,0.0,2.6804995e-05,1.5936081644448908e-08,8.940310456051902e-06,0,LOW
5651,Individual Aid Recipient 854,16912.89,2025-07-05,Education,Equipment,antigrav_hash_00001612,186,0.0,1.12759835e-05,1.5936081644448908e-08,3.763973202109282e-06,0,LOW
5652,Individual Aid Recipient 246,24946.31,2025-11-05,DOE,Services,antigrav_hash_00001613,309,0.0,9.4179595e-06,1.5936081644448908e-08,3.1446318665588657e-06,0,LOW
5653,Individual Aid Recipient 108,18098.99,2025-03-02,DOE,Equipment,antigrav_hash_00001614,61,0.373977,0.0001483399,1.9407147971216547e-08,0.12470845310089317,0,LOW
5654,Individual Aid Recipient 953,119654.02,2025-12-05,Education,Aid,antigrav_hash_00001615,339,0.0,5.6532904e-06,1.5936081644448908e-08,1.88974215145489e-06,0,LOW
5655,Individual Aid Recipient 916,5920.86,2025-04-28,Education,Research,antigrav_hash_00001616,118,0.0,9.838948e-06,1.5936081644448908e-08,3.284961442074218e-06,0,LOW
5656,Individual Aid Recipient 91,6576.78,2025-08-01,HHS,Research,antigrav_hash_00001617,213,0.0,1.5237515e-05,1.5936081644448908e-08,5.084483717858426e-06,0,LOW
5657,Individual Aid Recipient 33,100248.95,2025-06-19,DOT,Construction,antigrav_hash_00001618,170,0.0,6.111181e-06,1.5936081644448908e-08,2.0423723396468205e-06,0,LOW
5658,Individual Aid Recipient 887,20608.48,2025-02-28,HHS,Equipment,antigrav_hash_00001619,59,0.388977,0.00024839464,0.433778047954672,0.2743344808664195,0,LOW
5659,Individual Aid Recipient 473,174155.01,2025-09-04,Education,Services,antigrav_hash_0000161a,247,0.0,1.0894368e-05,1.5936081644448908e-08,3.6367679383054134e-06,0,LOW
5660,Individual Aid Recipient 477,8044.4,2025-12-12,DOE,Equipment,antigrav_hash_0000161b,346,0.0,1.161516e-05,1.5936081644448908e-08,3.877031882156874e-06,0,LOW
5661,Individual Aid Recipient 772,20288.97,2025-09-03,DOT,Aid,antigrav_hash_0000161c,246,0.0,1.1488964e-05,1.5936081644448908e-08,3.834966842705174e-06,0,LOW
5662,Individual Aid Recipient 588,5521.37,2025-09-03,DOD,Aid,antigrav_hash_0000161d,246,0.0,6.476062e-06,1.5936081644448908e-08,2.163999369279815e-06,0,LOW
5663,Individual Aid Recipient 996,22271.07,2025-04-18,DOD,Services,antigrav_hash_0000161e,108,0.0,6.646196e-06,1.5936081644448908e-08,2.2207107598264153e-06,0,LOW
5664,Individual Aid Recipient 361,2397.49,2025-10-30,DOD,Construction,antigrav_hash_0000161f,303,0.0,6.4852275e-06,1.5936081644448908e-08,2.1670545135655203e-06,0,LOW
5665,Individual Aid Recipient 440,10599.37,2025-03-24,DOE,Services,antigrav_hash_00001620,83,0.0,8.023931e-06,1.5936081644448908e-08,2.6799555620131465e-06,0,LOW
5666,Individual Aid Recipient 574,2554.52,2025-11-28,DOT,Construction,antigrav_hash_00001621,332,0.0,7.636597e-06,1.5936081644448908e-08,2.5508443004792626e-06,0,LOW
5667,Individual Aid Recipient 447,62372.82,2025-07-30,DOD,Construction,antigrav_hash_00001622,211,0.0,6.362085e-06,1.5936081644448908e-08,2.1260070471026544e-06,0,LOW
5668,Individual Aid Recipient 13,64529.9,2025-01-12,Education,Construction,antigrav_hash_00001623,12,0.433977,0.00016878081,0.433778047954672,0.28930794292181794,0,LOW
5669,Individual Aid Recipient 492,1643.54,2025-05-05,Education,Equipment,antigrav_hash_00001624,125,0.0,5.931233e-06,1.5936081644448908e-08,1.982389648240393e-06,0,LOW
5670,Individual Aid Recipient 675,162889.71,2025-01-23,DOD,Aid,antigrav_hash_00001625,23,0.418977,0.00018846148,0.433778047954672,0.28431450314348156,0,LOW
5671,Individual Aid Recipient 342,932964.74,2025-03-07,DOE,Equipment,antigrav_hash_00001626,66,0.6622746101537109,0.013774879,1.3626283272334364e-06,0.2253502840195969,0,LOW
5672,Individual Aid Recipient 338,23600.18,2025-10-21,Education,Aid,antigrav_hash_00001627,294,0.0744885,5.0389295e-05,1.178646639945942e-07,0.024846335719958354,0,LOW
5673,Individual Aid Recipient 79,8419.69,2025-10-31,DOE,Services,antigrav_hash_00001628,304,0.0794885,4.3574717e-05,1.178646639945942e-07,0.026510730860549045,0,LOW
5674,Individual Aid Recipient 368,1523461.93,2025-03-24,DOT,Aid,antigrav_hash_00001629,83,0.6254295794261201,0.017822126,0.8029487645000667,0.48206682328426687,0,MEDIUM
5675,Individual Aid Recipient 173,3045.89,2025-03-10,DOT,Research,antigrav_hash_0000162a,69,0.358977,0.0018780214,1.178646639945942e-07,0.12028504642200571,0,LOW
5676,Individual Aid Recipient 627,22700.9,2025-11-19,DOD,Equipment,antigrav_hash_0000162b,323,0.08448850000000001,9.731369e-05,1.178646639945942e-07,0.02819531051891959,0,LOW
5677,Individual Aid Recipient 681,28837.54,2025-09-20,DOD,Services,antigrav_hash_0000162c,263,0.0,6.845081e-06,1.5936081644448908e-08,2.2870056476280475e-06,0,LOW
5678,Individual Aid Recipient 924,165664.75,2025-01-21,Education,Services,antigrav_hash_0000162d,21,0.418977,0.00015706905,0.4337780459382244,0.2843040383297602,0,LOW
5679,Individual Aid Recipient 105,37782.77,2025-10-21,DOT,Construction,antigrav_hash_0000162e,294,0.0,1.0171083e-05,1.5936081644448908e-08,3.395673019461434e-06,0,LOW
5680,Individual Aid Recipient 942,10425.91,2025-03-17,Education,Research,antigrav_hash_0000162f,76,0.208977,0.00054691336,1.5936081644448908e-08,0.06984130976575283,0,LOW
5681,Individual Aid Recipient 968,5288.15,2025-01-29,Education,Services,antigrav_hash_00001630,29,0.418977,0.00015293522,0.4337780459382244,0.284302660384654,0,LOW
5682,Individual Aid Recipient 193,13190.7,2025-03-27,DOD,Aid,antigrav_hash_00001631,86,0.0,8.913969e-06,1.5936081644448908e-08,2.9766351590506803e-06,0,LOW
5683,Individual Aid Recipient 637,4863.96,2025-05-13,DOE,Services,antigrav_hash_00001632,133,0.0,7.0029896e-06,1.5936081644448908e-08,2.3396418955809046e-06,0,LOW
5684,Individual Aid Recipient 290,23664.66,2025-04-03,Education,Construction,antigrav_hash_00001633,93,0.0,7.713075e-06,1.5936081644448908e-08,2.576337133805057e-06,0,LOW
5685,Individual Aid Recipient 798,9449.39,2025-09-22,DOE,Equipment,antigrav_hash_00001634,265,0.0,6.5666995e-06,1.5936081644448908e-08,2.19421187377801e-06,0,LOW
5686,Individual Aid Recipient 792,2342.43,2025-07-27,DOE,Research,antigrav_hash_00001635,208,0.0,6.922862e-06,1.5936081644448908e-08,2.312932764673939e-06,0,LOW
5687,Individual Aid Recipient 353,144743.53,2025-11-03,DOD,Services,antigrav_hash_00001636,307,0.0,6.8553304e-06,1.5936081644448908e-08,2.2904221644752575e-06,0,LOW
5688,Individual Aid Recipient 992,10440.95,2025-10-16,Education,Research,antigrav_hash_00001637,289,0.0,1.0194691e-05,1.5936081644448908e-08,3.403542270786074e-06,0,LOW
5689,Individual Aid Recipient 495,3287.21,2025-11-23,Education,Services,antigrav_hash_00001638,327,0.0,4.2683434e-05,1.5936081644448908e-08,1.4233123361636674e-05,0,LOW
5690,Individual Aid Recipient 624,17113.3,2025-01-10,DOT,Equipment,antigrav_hash_00001639,10,0.42423275,0.0005274902,0.433778047954672,0.2861794293920339,0,LOW
